	NormDegree	StromaNorm	EpiNorm	BrPDegree	StromaBrP	EpiBrP	BrNDegree	StromaBrN	EpiBrN	norm.self	erp.self	ern.self
KLK2	1	0	1	3	0	3	15	15	0	0	0	0
ANO1	1	0	1	1	1	0	0	0	0	0	0	0
TFEB	1	0	1	1	0	1	1	1	0	0	0	0
GALNT4	1	0	1	0	0	0	1	1	0	0	0	0
GUCY2C	1	0	1	0	0	0	2	0	2	0	0	0
TGM3	1	0	1	0	0	0	1	1	0	0	0	0
TMPRSS2	2	0	2	1	1	0	0	0	0	0	0	0
SMEK1	2	0	2	1	1	0	3	3	0	0	0	0
LCMT2	1	0	1	0	0	0	0	0	0	0	0	0
AMDHD2	1	0	1	1	0	1	1	1	0	0	0	0
TIE1	2	0	2	2	2	0	0	0	0	0	0	0
ABCB11	1	0	1	2	1	1	2	1	1	0	0	0
C22orf31	2	0	2	1	0	1	13	9	4	0	0	0
RFC2	1	0	1	2	1	1	0	0	0	0	0	0
PTGER1	2	0	2	2	2	0	0	0	0	0	0	0
VCL	1	0	1	4	2	2	1	1	0	0	0	0
CAMK4	1	0	1	1	1	0	2	1	1	0	0	0
NFKB1	1	0	1	0	0	0	1	1	0	0	0	0
TAF1D	1	0	1	0	0	0	0	0	0	0	0	0
CTSG	1	0	1	0	0	0	0	0	0	0	0	0
SLC18A3	1	0	1	2	2	0	0	0	0	0	0	0
NFE2L1	2	0	2	0	0	0	1	0	1	0	0	0
NEIL1	2	0	2	1	0	1	4	4	0	0	0	0
TRPV4	1	0	1	0	0	0	0	0	0	0	0	0
CTPS2	1	0	1	0	0	0	0	0	0	0	0	0
SEC61A1	1	0	1	0	0	0	0	0	0	0	0	0
SNX6	1	0	1	0	0	0	0	0	0	0	0	0
SNX5	1	0	1	0	0	0	3	3	0	0	0	0
SERPINA7	2	0	2	2	1	1	17	0	17	0	0	0
PEX11B	1	0	1	0	0	0	0	0	0	0	0	0
ATP5O	1	0	1	3	2	1	5	4	1	0	0	0
PPCDC	1	0	1	4	2	2	0	0	0	0	0	0
MSN	3	0	3	1	0	1	0	0	0	0	0	0
FHL3	1	0	1	0	0	0	0	0	0	0	0	0
SIPA1L3	1	0	1	0	0	0	5	5	0	0	0	0
HAUS4	1	0	1	0	0	0	0	0	0	0	0	0
PNMA3	1	0	1	1	0	1	0	0	0	0	0	0
IFNA5	1	0	1	0	0	0	0	0	0	0	0	0
MRPL18	1	0	1	2	2	0	8	0	8	0	0	0
SNAP25	1	0	1	13	8	5	1	1	0	0	0	0
ITGAM	2	0	2	4	3	1	0	0	0	0	0	0
SLC25A20	1	0	1	1	0	1	2	1	1	0	0	0
VAMP1	1	0	1	0	0	0	1	1	0	0	0	0
KBTBD2	1	0	1	1	0	1	0	0	0	0	0	0
SARS	1	0	1	6	6	0	1	1	0	0	0	0
SLC13A4	2	0	2	0	0	0	21	18	3	0	0	0
KLK14	1	0	1	2	0	2	0	0	0	0	0	0
MYCBP	1	0	1	3	3	0	0	0	0	0	0	0
IL22RA1	1	0	1	0	0	0	0	0	0	0	0	0
KLHDC10	1	0	1	1	0	1	0	0	0	0	0	0
DYNC1H1	1	0	1	4	0	4	5	0	5	0	0	0
C17orf70	1	0	1	0	0	0	1	0	1	0	0	0
SLC12A7	1	0	1	0	0	0	0	0	0	0	0	0
KIF15	1	0	1	7	4	3	4	1	3	0	0	0
NR2F6	2	0	2	3	3	0	6	6	0	0	0	0
ANAPC10	3	0	3	0	0	0	0	0	0	0	0	0
CCRN4L	1	0	1	1	0	1	1	0	1	0	0	0
ZNF264	2	0	2	0	0	0	0	0	0	0	0	0
MYO15A	1	0	1	9	0	9	1	0	1	0	0	0
ZNF177	1	0	1	1	1	0	0	0	0	0	0	0
PICK1	1	0	1	0	0	0	0	0	0	0	0	0
ADAM11	1	0	1	0	0	0	2	2	0	0	0	0
FOLR3	1	0	1	0	0	0	0	0	0	0	0	0
VIPR1	1	0	1	2	2	0	0	0	0	0	0	0
DOCK6	1	0	1	2	0	2	0	0	0	0	0	0
GZMM	1	0	1	0	0	0	0	0	0	0	0	0
NEDD9	1	0	1	1	1	0	0	0	0	0	0	0
PPEF2	1	0	1	1	1	0	2	1	1	0	0	0
CD209	2	0	2	1	0	1	1	0	1	0	0	0
RPN2	1	0	1	1	1	0	0	0	0	0	0	0
BMP2K	1	0	1	1	1	0	5	0	5	0	0	0
GIF	1	0	1	0	0	0	2	2	0	0	0	0
ALPP	1	0	1	0	0	0	1	0	1	0	0	0
CAMTA2	1	0	1	2	2	0	0	0	0	0	0	0
NDUFS3	1	0	1	0	0	0	3	2	1	0	0	0
GDAP1L1	1	0	1	2	0	2	2	0	2	0	0	0
OXCT2	2	0	2	0	0	0	0	0	0	0	0	0
CETN1	1	0	1	1	0	1	5	1	4	0	0	0
RPS14	1	0	1	1	0	1	0	0	0	0	0	0
SCAMP1	1	0	1	0	0	0	0	0	0	0	0	0
CADM4	1	0	1	3	2	1	1	1	0	0	0	0
CLP1	1	0	1	1	0	1	1	1	0	0	0	0
SPRY1	1	0	1	3	3	0	0	0	0	0	0	0
MAL	1	0	1	0	0	0	0	0	0	0	0	0
SLC14A1	1	0	1	0	0	0	5	0	5	0	0	0
FGGY	1	0	1	0	0	0	0	0	0	0	0	0
BMP3	1	0	1	0	0	0	2	0	2	0	0	0
SEMA3A	1	0	1	2	1	1	0	0	0	0	0	0
CTNND2	1	0	1	2	0	2	0	0	0	0	0	0
GALR2	1	0	1	0	0	0	0	0	0	0	0	0
TMPRSS11D	1	0	1	1	0	1	0	0	0	0	0	0
ID4	1	0	1	0	0	0	0	0	0	0	0	0
PKP4	1	0	1	3	0	3	0	0	0	0	0	0
EED	1	0	1	0	0	0	0	0	0	0	0	0
OPRK1	2	0	2	2	1	1	3	3	0	0	0	0
GPRC5B	1	0	1	2	1	1	1	1	0	0	0	0
PHF7	1	0	1	1	1	0	0	0	0	0	0	0
CUBN	1	0	1	0	0	0	5	1	4	0	0	0
HIST1H4A	1	0	1	3	3	0	0	0	0	0	0	0
YTHDC1	1	0	1	3	1	2	0	0	0	0	0	0
COL11A2	1	0	1	2	2	0	0	0	0	0	0	0
TNFSF9	1	0	1	0	0	0	1	0	1	0	0	0
MDFIC	1	0	1	2	2	0	3	3	0	0	0	0
CRYZL1	1	0	1	5	5	0	0	0	0	0	0	0
ABCA7	1	0	1	3	1	2	2	1	1	0	0	0
OR2B6	1	0	1	1	0	1	1	0	1	0	0	0
DNM3	2	0	2	1	0	1	1	0	1	0	0	0
DOLPP1	1	0	1	0	0	0	0	0	0	0	0	0
ATF6B	1	0	1	3	2	1	0	0	0	0	0	0
STAT5B	1	0	1	0	0	0	0	0	0	0	0	0
PRODH2	1	0	1	0	0	0	1	1	0	0	0	0
HFE	1	0	1	1	0	1	0	0	0	0	0	0
RHEB	1	0	1	0	0	0	4	2	2	0	0	0
F13A1	1	0	1	0	0	0	2	1	1	0	0	0
ZNF394	1	0	1	1	0	1	1	0	1	0	0	0
CYP11B2	3	0	3	1	1	0	0	0	0	0	0	0
FGFR4	1	0	1	1	1	0	0	0	0	0	0	0
TMEM106C	1	0	1	0	0	0	3	0	3	0	0	0
ZNRF4	1	0	1	0	0	0	1	0	1	0	0	0
SGMS1	1	0	1	1	1	0	0	0	0	0	0	0
GMFG	1	0	1	2	2	0	0	0	0	0	0	0
VILL	1	0	1	2	0	2	1	0	1	0	0	0
JOSD1	1	0	1	0	0	0	0	0	0	0	0	0
TMEM161A	1	0	1	3	3	0	3	3	0	0	0	0
CCDC93	1	0	1	2	1	1	1	1	0	0	0	0
EFCAB6	1	0	1	1	1	0	1	1	0	0	0	0
HPS6	1	0	1	3	0	3	1	0	1	0	0	0
STK4	1	0	1	2	1	1	0	0	0	0	0	0
UBTD1	1	0	1	0	0	0	0	0	0	0	0	0
CHGA	2	0	2	10	9	1	1	0	1	0	0	0
AIMP1	1	0	1	0	0	0	1	1	0	0	0	0
LYPD3	1	0	1	1	0	1	0	0	0	0	0	0
HOXD9	3	0	3	0	0	0	0	0	0	0	0	0
ZNF217	1	0	1	0	0	0	1	0	1	0	0	0
NPR1	1	0	1	1	1	0	1	0	1	0	0	0
STX10	1	0	1	0	0	0	0	0	0	0	0	0
ARHGEF7	1	0	1	4	0	4	0	0	0	0	0	0
JUN	1	0	1	5	5	0	0	0	0	0	0	0
AP2A2	1	0	1	0	0	0	0	0	0	0	0	0
PIK3R1	1	0	1	0	0	0	0	0	0	0	0	0
STRA6	1	0	1	1	1	0	0	0	0	0	0	0
GLT8D2	1	0	1	1	1	0	5	0	5	0	0	0
MCM3	2	0	2	0	0	0	5	0	5	0	0	0
NAV3	2	0	2	0	0	0	3	2	1	0	0	0
FYN	1	0	1	4	0	4	1	0	1	0	0	0
GRM8	1	0	1	3	2	1	10	10	0	0	0	0
SUV420H1	1	0	1	0	0	0	1	1	0	0	0	0
MED9	1	0	1	1	0	1	0	0	0	0	0	0
BIRC2	1	0	1	0	0	0	3	1	2	0	0	0
PPP2R1A	1	0	1	2	0	2	5	0	5	0	0	0
TAF2	1	0	1	0	0	0	1	1	0	0	0	0
TAS2R7	1	0	1	0	0	0	2	1	1	0	0	0
ODZ3	1	0	1	0	0	0	2	0	2	0	0	0
NR1H3	1	0	1	0	0	0	11	5	6	0	0	0
NDOR1	1	0	1	2	1	1	2	0	2	0	0	0
CCDC21	1	0	1	1	1	0	0	0	0	0	0	0
CNIH3	1	0	1	2	0	2	0	0	0	0	0	0
TADA3	1	0	1	2	0	2	0	0	0	0	0	0
GINS3	1	0	1	0	0	0	0	0	0	0	0	0
ABCC6	2	0	2	3	0	3	11	4	7	0	0	0
BABAM1	1	0	1	1	0	1	0	0	0	0	0	0
SLC22A6	1	0	1	11	7	4	0	0	0	0	0	0
SLC22A13	2	0	2	0	0	0	2	0	2	0	0	0
EDNRB	1	0	1	1	1	0	2	0	2	0	0	0
SGSH	1	0	1	0	0	0	3	0	3	0	0	0
ILK	1	0	1	3	1	2	0	0	0	0	0	0
REG3A	1	0	1	1	0	1	0	0	0	0	0	0
NUAK1	2	0	2	1	0	1	0	0	0	0	0	0
DNAJC2	1	0	1	0	0	0	2	1	1	0	0	0
MNAT1	1	0	1	0	0	0	0	0	0	0	0	0
UBE4B	1	0	1	0	0	0	0	0	0	0	0	0
CPPED1	1	0	1	0	0	0	0	0	0	0	0	0
IMPG1	1	0	1	4	4	0	0	0	0	0	0	0
NASP	1	0	1	1	1	0	15	9	6	0	0	0
CYP3A4	1	0	1	0	0	0	3	3	0	0	0	0
AGAP1	1	0	1	3	3	0	0	0	0	0	0	0
ZNF202	1	0	1	0	0	0	0	0	0	0	0	0
TFDP2	1	0	1	2	2	0	14	13	1	0	0	0
NMT1	1	0	1	0	0	0	0	0	0	0	0	0
GNRHR	1	0	1	0	0	0	0	0	0	0	0	0
SEMA6C	1	0	1	0	0	0	0	0	0	0	0	0
SOLH	1	0	1	0	0	0	0	0	0	0	0	0
CYP2R1	1	0	1	1	0	1	0	0	0	0	0	0
INPP1	1	0	1	0	0	0	1	0	1	0	0	0
EEF2	1	0	1	0	0	0	0	0	0	0	0	0
PTCH2	1	0	1	1	1	0	0	0	0	0	0	0
KHK	1	0	1	0	0	0	1	0	1	0	0	0
DEFB4A	1	0	1	0	0	0	0	0	0	0	0	0
SIRT2	1	0	1	0	0	0	0	0	0	0	0	0
MSX1	2	0	2	0	0	0	2	0	2	0	0	0
DDB2	1	0	1	2	0	2	0	0	0	0	0	0
APBA3	1	0	1	1	1	0	2	2	0	0	0	0
ARL6IP4	1	0	1	0	0	0	0	0	0	0	0	0
MNDA	1	0	1	3	3	0	7	2	5	0	0	0
SVEP1	3	0	3	0	0	0	0	0	0	0	0	0
PPIH	1	0	1	1	1	0	19	18	1	0	0	0
TNFRSF21	1	0	1	0	0	0	1	0	1	0	0	0
MUC7	1	0	1	5	1	4	2	1	1	0	0	0
FBXW11	1	0	1	0	0	0	0	0	0	0	0	0
TMX2	1	0	1	1	0	1	2	2	0	0	0	0
HIVEP1	1	0	1	0	0	0	0	0	0	0	0	0
BCL9	1	0	1	0	0	0	0	0	0	0	0	0
NSUN3	1	0	1	0	0	0	0	0	0	0	0	0
TMEM209	1	0	1	0	0	0	1	0	1	0	0	0
CDSN	1	0	1	0	0	0	0	0	0	0	0	0
FARSA	1	0	1	0	0	0	1	1	0	0	0	0
TMEM9B	1	0	1	0	0	0	0	0	0	0	0	0
HSPB8	1	0	1	3	2	1	2	1	1	0	0	0
GPR153	1	0	1	0	0	0	0	0	0	0	0	0
DCPS	1	0	1	0	0	0	1	0	1	0	0	0
PTOV1	1	0	1	2	0	2	4	2	2	0	0	0
GML	1	0	1	1	0	1	11	0	11	0	0	0
PKIG	1	0	1	2	1	1	0	0	0	0	0	0
CCDC57	1	0	1	1	1	0	0	0	0	0	0	0
GMNN	1	0	1	2	2	0	0	0	0	0	0	0
WAS	1	0	1	2	2	0	0	0	0	0	0	0
HADHB	1	0	1	0	0	0	0	0	0	0	0	0
POLG	1	0	1	0	0	0	0	0	0	0	0	0
RNF19B	1	0	1	1	1	0	0	0	0	0	0	0
RING1	1	0	1	0	0	0	1	0	1	0	0	0
CCR3	2	0	2	1	1	0	11	5	6	0	0	0
LRRC36	1	0	1	1	0	1	2	0	2	0	0	0
MBNL1	1	0	1	1	0	1	1	1	0	0	0	0
GPR1	1	0	1	0	0	0	1	0	1	0	0	0
SMAD1	1	0	1	6	5	1	0	0	0	0	0	0
KIAA0101	1	0	1	5	3	2	5	2	3	0	0	0
ABCA2	1	0	1	0	0	0	0	0	0	0	0	0
CYTL1	1	0	1	5	4	1	0	0	0	0	0	0
ARHGEF17	1	0	1	3	0	3	2	2	0	0	0	0
ANXA11	1	0	1	0	0	0	5	4	1	0	0	0
SNPH	1	0	1	8	8	0	3	3	0	0	0	0
HPD	1	0	1	4	1	3	0	0	0	0	0	0
GPAA1	1	0	1	0	0	0	0	0	0	0	0	0
CD81	1	0	1	4	4	0	0	0	0	0	0	0
SPG11	1	0	1	1	1	0	0	0	0	0	0	0
DFNB31	1	0	1	2	2	0	0	0	0	0	0	0
HIST1H2BL	1	0	1	0	0	0	0	0	0	0	0	0
PLAGL1	1	0	1	0	0	0	1	1	0	0	0	0
NR3C2	1	0	1	0	0	0	1	0	1	0	0	0
SCAF4	1	0	1	0	0	0	0	0	0	0	0	0
LRRC15	1	0	1	3	0	3	0	0	0	0	0	0
ECH1	1	0	1	0	0	0	0	0	0	0	0	0
ZNF76	1	0	1	0	0	0	0	0	0	0	0	0
CBLL1	3	0	3	2	0	2	2	0	2	0	0	0
RNF113A	1	0	1	0	0	0	0	0	0	0	0	0
CYP2F1	1	0	1	5	2	3	4	0	4	0	0	0
TBCA	1	0	1	0	0	0	1	1	0	0	0	0
ACOT8	1	0	1	0	0	0	0	0	0	0	0	0
SYT17	1	0	1	3	0	3	0	0	0	0	0	0
ZNF419	1	0	1	1	0	1	1	0	1	0	0	0
DIP2C	1	0	1	2	2	0	0	0	0	0	0	0
CER1	1	0	1	0	0	0	0	0	0	0	0	0
LIM2	1	0	1	0	0	0	1	0	1	0	0	0
TMEM159	2	0	2	0	0	0	0	0	0	0	0	0
ARID4A	1	0	1	4	4	0	0	0	0	0	0	0
CLASP1	1	0	1	2	0	2	0	0	0	0	0	0
KDM4A	1	0	1	0	0	0	1	0	1	0	0	0
TMEM109	1	0	1	3	2	1	1	0	1	0	0	0
ALDH18A1	1	0	1	1	0	1	3	0	3	0	0	0
CD53	1	0	1	1	0	1	0	0	0	0	0	0
SNRK	2	0	2	0	0	0	2	2	0	0	0	0
BRD9	1	0	1	1	0	1	0	0	0	0	0	0
NR5A1	1	0	1	2	0	2	0	0	0	0	0	0
SUPT7L	1	0	1	0	0	0	0	0	0	0	0	0
CLN3	1	0	1	0	0	0	0	0	0	0	0	0
CHRM5	2	0	2	1	1	0	14	14	0	0	0	0
HCN4	1	0	1	1	0	1	1	1	0	0	0	0
SLC25A32	1	0	1	1	0	1	4	0	4	0	0	0
NCAPD2	1	0	1	0	0	0	0	0	0	0	0	0
EIF3A	1	0	1	2	0	2	0	0	0	0	0	0
OR10H3	1	0	1	2	1	1	6	6	0	0	0	0
SMURF2	1	0	1	2	0	2	0	0	0	0	0	0
CHUK	1	0	1	0	0	0	1	1	0	0	0	0
GPR4	1	0	1	2	2	0	0	0	0	0	0	0
AGBL2	1	0	1	3	3	0	2	0	2	0	0	0
GABRA2	1	0	1	8	0	8	6	1	5	0	0	0
MYBPC3	1	0	1	0	0	0	2	0	2	0	0	0
PARP6	1	0	1	0	0	0	0	0	0	0	0	0
KCNMB1	1	0	1	2	0	2	0	0	0	0	0	0
KRT20	1	0	1	1	0	1	8	2	6	0	0	0
OLFML1	1	0	1	0	0	0	1	0	1	0	0	0
GBP1	1	0	1	7	4	3	0	0	0	0	0	0
IFT140	1	0	1	0	0	0	0	0	0	0	0	0
MAGIX	1	0	1	1	0	1	0	0	0	0	0	0
B4GALNT1	1	0	1	2	0	2	0	0	0	0	0	0
EHMT2	1	0	1	0	0	0	15	4	11	0	0	0
MBNL3	1	0	1	1	1	0	0	0	0	0	0	0
PDE6G	1	0	1	0	0	0	0	0	0	0	0	0
SLC4A8	1	0	1	3	2	1	3	0	3	0	0	0
CRH	1	0	1	1	0	1	0	0	0	0	0	0
GDF1	1	0	1	2	2	0	0	0	0	0	0	0
LDLR	1	0	1	6	0	6	0	0	0	0	0	0
SPEN	1	0	1	0	0	0	0	0	0	0	0	0
TFRC	1	0	1	0	0	0	1	1	0	0	0	0
ANAPC13	1	0	1	3	2	1	1	0	1	0	0	0
FOXD4	1	0	1	0	0	0	0	0	0	0	0	0
BRD4	1	0	1	0	0	0	0	0	0	0	0	0
YWHAQ	1	0	1	0	0	0	2	0	2	0	0	0
KDSR	1	0	1	0	0	0	0	0	0	0	0	0
PIGH	1	0	1	0	0	0	0	0	0	0	0	0
FOXD3	1	0	1	1	0	1	0	0	0	0	0	0
IFNA14	1	0	1	4	4	0	0	0	0	0	0	0
PAX9	1	0	1	0	0	0	1	0	1	0	0	0
SETBP1	1	0	1	3	0	3	0	0	0	0	0	0
SMPDL3A	1	0	1	0	0	0	0	0	0	0	0	0
HLA.DMB	1	0	1	3	3	0	0	0	0	0	0	0
C7orf68	1	0	1	2	0	2	3	1	2	0	0	0
RNF167	1	0	1	0	0	0	2	0	2	0	0	0
GRM5	1	0	1	1	1	0	2	0	2	0	0	0
INO80B	1	0	1	0	0	0	1	0	1	0	0	0
AKAP3	1	0	1	0	0	0	7	0	7	0	0	0
SLC38A3	1	0	1	5	0	5	0	0	0	0	0	0
YIPF1	1	0	1	0	0	0	0	0	0	0	0	0
STXBP6	1	0	1	5	5	0	2	0	2	0	0	0
RPL23	1	0	1	0	0	0	0	0	0	0	0	0
S1PR1	1	0	1	2	0	2	1	0	1	0	0	0
ZSWIM1	1	0	1	0	0	0	0	0	0	0	0	0
RGS11	1	0	1	5	0	5	0	0	0	0	0	0
LSM3	1	0	1	0	0	0	0	0	0	0	0	0
STAT3	1	0	1	0	0	0	0	0	0	0	0	0
RAD54L	1	0	1	4	0	4	1	0	1	0	0	0
TBCD	1	0	1	0	0	0	1	0	1	0	0	0
MORC3	1	0	1	1	0	1	1	0	1	0	0	0
SELPLG	1	0	1	1	1	0	0	0	0	0	0	0
CSDE1	1	0	1	0	0	0	0	0	0	0	0	0
KCNQ2	1	0	1	0	0	0	0	0	0	0	0	0
ProSAPiP1	1	0	1	0	0	0	0	0	0	0	0	0
AP4M1	1	0	1	1	0	1	2	0	2	0	0	0
CNTN5	1	0	1	0	0	0	0	0	0	0	0	0
FAM158A	1	0	1	2	2	0	4	2	2	0	0	0
ADAM17	1	0	1	0	0	0	1	1	0	0	0	0
RAVER2	1	0	1	1	0	1	4	0	4	0	0	0
BAK1	1	0	1	9	7	2	0	0	0	0	0	0
RPS2	1	0	1	0	0	0	4	4	0	0	0	0
SEC14L3	1	0	1	1	0	1	0	0	0	0	0	0
CD160	1	0	1	0	0	0	1	0	1	0	0	0
RGS6	1	0	1	1	1	0	2	0	2	0	0	0
GABBR1	1	0	1	0	0	0	2	0	2	0	0	0
IL7	1	0	1	1	0	1	0	0	0	0	0	0
MGAT4B	1	0	1	3	0	3	0	0	0	0	0	0
CUL5	1	0	1	1	0	1	1	0	1	0	0	0
SRD5A1	1	0	1	4	3	1	5	2	3	0	0	0
GPX3	1	0	1	1	1	0	0	0	0	0	0	0
SCAMP3	1	0	1	0	0	0	20	6	14	0	0	0
PTPN7	1	0	1	0	0	0	0	0	0	0	0	0
SUN1	1	0	1	2	1	1	0	0	0	0	0	0
RBMX	1	0	1	0	0	0	2	1	1	0	0	0
HTR2B	1	0	1	0	0	0	0	0	0	0	0	0
SLC27A2	0	0	0	8	8	0	2	0	2	0	0	0
CCNB2	0	0	0	46	34	12	8	6	2	0	0	0
CENPA	0	0	0	23	14	9	27	8	19	0	0	0
GPR124	0	0	0	5	5	0	1	1	0	0	0	0
GRIA1	0	0	0	9	6	3	2	0	2	0	0	0
CDCA8	0	0	0	34	23	11	15	0	15	0	0	0
HRK	0	0	0	19	17	2	0	0	0	0	0	0
RUNDC3A	0	0	0	18	13	5	1	1	0	0	0	0
ATP2B4	0	0	0	1	1	0	0	0	0	0	0	0
KCNE2	0	0	0	9	8	1	0	0	0	0	0	0
TOP2A	0	0	0	35	30	5	6	4	2	0	0	0
USP19	0	0	0	1	1	0	1	1	0	0	0	0
EIF4EBP1	0	0	0	2	2	0	13	12	1	0	0	0
ACTL6B	0	0	0	12	6	6	2	2	0	0	0	0
APPL2	0	0	0	2	2	0	3	2	1	0	0	0
SYBU	0	0	0	4	3	1	0	0	0	0	0	0
CCNB1	0	0	0	22	14	8	13	4	9	0	0	0
SLIT3	0	0	0	1	1	0	11	10	1	0	0	0
PGLS	0	0	0	10	10	0	2	1	1	0	0	0
MOBKL1B	0	0	0	3	3	0	3	3	0	0	0	0
CACNB2	0	0	0	9	5	4	3	2	1	0	0	0
ROS1	0	0	0	2	2	0	5	1	4	0	0	0
SP2	0	0	0	5	5	0	4	4	0	0	0	0
PTTG1	0	0	0	26	15	11	40	23	17	0	0	0
TFDP3	0	0	0	2	2	0	3	0	3	0	0	0
SLC17A5	0	0	0	2	2	0	0	0	0	0	0	0
ABCB9	0	0	0	3	2	1	0	0	0	0	0	0
ELF3	0	0	0	3	2	1	1	1	0	0	0	0
FGL1	0	0	0	8	8	0	0	0	0	0	0	0
ECEL1	0	0	0	14	12	2	1	1	0	0	0	0
LAMA2	0	0	0	2	2	0	0	0	0	0	0	0
NAT8B	0	0	0	3	2	1	0	0	0	0	0	0
FUT5	0	0	0	53	35	18	0	0	0	0	0	0
GHSR	0	0	0	11	11	0	1	1	0	0	0	0
RGS7	0	0	0	18	11	7	3	0	3	0	0	0
MRPL33	0	0	0	2	2	0	0	0	0	0	0	0
CSNK1G1	0	0	0	2	1	1	1	1	0	0	0	0
CHAT	0	0	0	2	2	0	1	0	1	0	0	0
APOA4	0	0	0	2	2	0	1	0	1	0	0	0
CXCL6	0	0	0	2	1	1	1	1	0	0	0	0
HEMK1	0	0	0	3	2	1	0	0	0	0	0	0
ZNF160	0	0	0	4	3	1	6	2	4	0	0	0
ANKHD1.EIF4EBP3	0	0	0	7	6	1	1	0	1	0	0	0
MED22	0	0	0	1	1	0	2	1	1	0	0	0
LPHN2	0	0	0	3	3	0	0	0	0	0	0	0
TRRAP	0	0	0	3	3	0	2	2	0	0	0	0
HSPA13	0	0	0	6	2	4	0	0	0	0	0	0
ACTR1B	0	0	0	3	2	1	1	1	0	0	0	0
TUBB2A	0	0	0	1	1	0	3	3	0	0	0	0
CEL	0	0	0	2	2	0	1	1	0	0	0	0
XCL1	0	0	0	6	6	0	1	0	1	0	0	0
ZNF200	0	0	0	6	6	0	0	0	0	0	0	0
IFNA4	0	0	0	1	1	0	1	0	1	0	0	0
FPR2	0	0	0	7	7	0	1	1	0	0	0	0
SOCS6	0	0	0	3	3	0	2	2	0	0	0	0
NKG7	0	0	0	3	2	1	2	2	0	0	0	0
ZNF639	0	0	0	4	2	2	0	0	0	0	0	0
PROC	0	0	0	6	4	2	0	0	0	0	0	0
TNR	0	0	0	3	3	0	1	1	0	0	0	0
CRTAM	0	0	0	5	5	0	2	1	1	0	0	0
UBE2S	0	0	0	1	1	0	33	2	31	0	0	0
ARHGEF9	0	0	0	1	1	0	3	0	3	0	0	0
PCNX	0	0	0	24	23	1	2	0	2	0	0	0
PTPN13	0	0	0	3	1	2	3	1	2	0	0	0
HSD3B1	0	0	0	3	2	1	1	0	1	0	0	0
LRP8	0	0	0	13	7	6	0	0	0	0	0	0
SLAMF7	0	0	0	15	12	3	1	1	0	0	0	0
CAMSAP1	0	0	0	3	3	0	0	0	0	0	0	0
MMP20	0	0	0	7	5	2	1	0	1	0	0	0
SLC22A7	0	0	0	13	12	1	1	1	0	0	0	0
FAHD2A	0	0	0	5	3	2	0	0	0	0	0	0
TTYH1	0	0	0	2	2	0	3	2	1	0	0	0
PIGF	0	0	0	2	1	1	0	0	0	0	0	0
SLC45A2	0	0	0	5	3	2	1	1	0	0	0	0
PRPF4	0	0	0	1	1	0	0	0	0	0	0	0
CD5L	0	0	0	1	1	0	1	0	1	0	0	0
COASY	0	0	0	8	8	0	0	0	0	0	0	0
PLSCR4	0	0	0	3	2	1	0	0	0	0	0	0
FYB	0	0	0	3	3	0	1	0	1	0	0	0
MYBL2	0	0	0	18	16	2	1	0	1	0	0	0
AICDA	0	0	0	5	3	2	0	0	0	0	0	0
CDK5RAP3	0	0	0	2	2	0	2	0	2	0	0	0
ORC1	0	0	0	9	8	1	0	0	0	0	0	0
PBK	0	0	0	13	10	3	27	2	25	0	0	0
MTO1	0	0	0	3	3	0	0	0	0	0	0	0
LILRA6	0	0	0	10	9	1	5	0	5	0	0	0
SPTB	0	0	0	2	1	1	2	0	2	0	0	0
CAMK1D	0	0	0	1	1	0	2	1	1	0	0	0
ZNF480	0	0	0	7	7	0	0	0	0	0	0	0
SIX1	0	0	0	1	1	0	1	0	1	0	0	0
FGF3	0	0	0	11	11	0	0	0	0	0	0	0
DNMT3B	0	0	0	2	2	0	1	0	1	0	0	0
ZNF205	0	0	0	8	7	1	1	0	1	0	0	0
CACNA1A	0	0	0	5	5	0	0	0	0	0	0	0
MYH14	0	0	0	3	3	0	0	0	0	0	0	0
CDC45	0	0	0	7	5	2	6	2	4	0	0	0
SPON2	0	0	0	1	1	0	0	0	0	0	0	0
PAPPA	0	0	0	1	1	0	0	0	0	0	0	0
NHLH2	0	0	0	11	8	3	0	0	0	0	0	0
FCER1G	0	0	0	2	2	0	2	1	1	0	0	0
ZNF345	0	0	0	4	3	1	3	1	2	0	0	0
TFB2M	0	0	0	1	1	0	0	0	0	0	0	0
TMEM5	0	0	0	2	1	1	0	0	0	0	0	0
CALB1	0	0	0	9	8	1	3	3	0	0	0	0
SNRNP25	0	0	0	8	7	1	6	1	5	0	0	0
STARD3	0	0	0	1	1	0	3	0	3	0	0	0
RAPGEF4	0	0	0	5	3	2	0	0	0	0	0	0
PODXL	0	0	0	4	2	2	0	0	0	0	0	0
FKBP1B	0	0	0	4	2	2	0	0	0	0	0	0
CYP2E1	0	0	0	3	3	0	1	1	0	0	0	0
ECHDC2	0	0	0	6	3	3	0	0	0	0	0	0
TLE2	0	0	0	3	2	1	0	0	0	0	0	0
FABP7	0	0	0	11	10	1	0	0	0	0	0	0
UQCR11	0	0	0	9	7	2	0	0	0	0	0	0
GMCL1	0	0	0	2	1	1	2	1	1	0	0	0
TNFAIP8	0	0	0	2	2	0	0	0	0	0	0	0
FANCI	0	0	0	15	13	2	0	0	0	0	0	0
CRELD2	0	0	0	5	2	3	2	2	0	0	0	0
