	probe	EntrezGene.ID	Gene.Symbol
geneid_128338	geneid_128338	128338	TMEM77
geneid_55858	geneid_55858	55858	TPARL
geneid_4926	geneid_4926	4926	NUMA1
geneid_85014	geneid_85014	85014	TMEM141
geneid_221322	geneid_221322	221322	C6orf170
geneid_151295	geneid_151295	151295	SLC23A3
geneid_8437	geneid_8437	8437	RASAL1
geneid_9181	geneid_9181	9181	ARHGEF2
geneid_131377	geneid_131377	131377	KBTBD5
geneid_339487	geneid_339487	339487	ZBTB8OS
geneid_4282	geneid_4282	4282	MIF
geneid_7150	geneid_7150	7150	TOP1
geneid_29100	geneid_29100	29100	HSPC171
geneid_118788	geneid_118788	118788	PIK3AP1
geneid_283461	geneid_283461	283461	C12orf40
geneid_4948	geneid_4948	4948	OCA2
geneid_80218	geneid_80218	80218	NAT13
geneid_1958	geneid_1958	1958	EGR1
geneid_2646	geneid_2646	2646	GCKR
geneid_64283	geneid_64283	64283	RGNEF
geneid_7741	geneid_7741	7741	ZNF187
geneid_133688	geneid_133688	133688	UGT3A1
geneid_4879	geneid_4879	4879	NPPB
geneid_2200	geneid_2200	2200	FBN1
geneid_83475	geneid_83475	83475	DOHH
geneid_494558	geneid_494558	494558	LOC494558
geneid_4610	geneid_4610	4610	MYCL1
geneid_387263	geneid_387263	387263	C6orf120
geneid_93185	geneid_93185	93185	IGSF8
geneid_257407	geneid_257407	257407	LOC257407
geneid_51257	geneid_51257	51257	2-Mar
geneid_3475	geneid_3475	3475	IFRD1
geneid_10945	geneid_10945	10945	KDELR1
geneid_84172	geneid_84172	84172	POLR1B
geneid_3642	geneid_3642	3642	INSM1
geneid_6288	geneid_6288	6288	SAA1
geneid_127435	geneid_127435	127435	PODN
geneid_51265	geneid_51265	51265	CDKL3
geneid_29960	geneid_29960	29960	FTSJ2
geneid_374928	geneid_374928	374928	MGC4728
geneid_4000	geneid_4000	4000	LMNA
geneid_9282	geneid_9282	9282	CRSP2
geneid_90665	geneid_90665	90665	TBL1Y
geneid_1340	geneid_1340	1340	COX6B1
geneid_8807	geneid_8807	8807	IL18RAP
geneid_23131	geneid_23131	23131	KIAA0553
geneid_94107	geneid_94107	94107	MGC14327
geneid_649125	geneid_649125	649125	LOC649125
geneid_89766	geneid_89766	89766	UMODL1
geneid_79753	geneid_79753	79753	SNIP1
geneid_6571	geneid_6571	6571	SLC18A2
geneid_6938	geneid_6938	6938	TCF12
geneid_220108	geneid_220108	220108	FLJ30707
geneid_5618	geneid_5618	5618	PRLR
geneid_440421	geneid_440421	440421	LOC440421
geneid_55219	geneid_55219	55219	TMEM57
geneid_160857	geneid_160857	160857	RP11-5G9.1
geneid_1294	geneid_1294	1294	COL7A1
geneid_4904	geneid_4904	4904	YBX1
geneid_84628	geneid_84628	84628	NTNG2
geneid_10165	geneid_10165	10165	SLC25A13
geneid_286097	geneid_286097	286097	EFHA2
geneid_79931	geneid_79931	79931	TNIP3
geneid_170679	geneid_170679	170679	PSORS1C1
geneid_23214	geneid_23214	23214	XPO6
geneid_56246	geneid_56246	56246	MRAP
geneid_64802	geneid_64802	64802	NMNAT1
geneid_547	geneid_547	547	KIF1A
geneid_51562	geneid_51562	51562	MBIP
geneid_284207	geneid_284207	284207	METRNL
geneid_4321	geneid_4321	4321	MMP12
geneid_56975	geneid_56975	56975	FAM20C
geneid_84684	geneid_84684	84684	INSM2
geneid_125958	geneid_125958	125958	OR7D4
geneid_4606	geneid_4606	4606	MYBPC2
geneid_7200	geneid_7200	7200	TRH
geneid_255426	geneid_255426	255426	RASGEF1C
geneid_145946	geneid_145946	145946	SPATA8
geneid_5920	geneid_5920	5920	RARRES3
geneid_25888	geneid_25888	25888	ZNF473
geneid_199870	geneid_199870	199870	FAM76A
geneid_4994	geneid_4994	4994	OR3A1
geneid_497049	geneid_497049	497049	FLJ25758
geneid_133060	geneid_133060	133060	OTOP1
geneid_22864	geneid_22864	22864	R3HDM2
geneid_3834	geneid_3834	3834	KIF25
geneid_442247	geneid_442247	442247	LOC442247
geneid_2651	geneid_2651	2651	GCNT2
geneid_51642	geneid_51642	51642	MRPL48
geneid_57649	geneid_57649	57649	PHF12
geneid_5526	geneid_5526	5526	PPP2R5B
geneid_9086	geneid_9086	9086	EIF1AY
geneid_50945	geneid_50945	50945	TBX22
geneid_400710	geneid_400710	400710	FLJ26850
geneid_344382	geneid_344382	344382	LOC344382
geneid_55582	geneid_55582	55582	KIF27
geneid_1629	geneid_1629	1629	DBT
geneid_79886	geneid_79886	79886	C9orf82
geneid_286826	geneid_286826	286826	LIN9
geneid_195828	geneid_195828	195828	ZNF367
geneid_79741	geneid_79741	79741	C10orf68
geneid_129049	geneid_129049	129049	RUTBC2
geneid_2890	geneid_2890	2890	GRIA1
geneid_64600	geneid_64600	64600	PLA2G2F
geneid_378708	geneid_378708	378708	APITD1
geneid_3158	geneid_3158	3158	HMGCS2
geneid_79150	geneid_79150	79150	MGC4859
geneid_64430	geneid_64430	64430	C14orf135
geneid_91603	geneid_91603	91603	CCDC16
geneid_57798	geneid_57798	57798	GATAD1
geneid_554208	geneid_554208	554208	LOC554208
geneid_2565	geneid_2565	2565	GABRG1
geneid_9811	geneid_9811	9811	KIAA0427
geneid_275	geneid_275	275	AMT
geneid_387628	geneid_387628	387628	KGFLP1
geneid_22996	geneid_22996	22996	C1orf34
geneid_51692	geneid_51692	51692	CPSF3
geneid_646686	geneid_646686	646686	LOC646686
geneid_3638	geneid_3638	3638	INSIG1
geneid_90594	geneid_90594	90594	ZNF439
geneid_5690	geneid_5690	5690	PSMB2
geneid_54915	geneid_54915	54915	YTHDF1
geneid_660	geneid_660	660	BMX
geneid_57458	geneid_57458	57458	TMCC3
geneid_23623	geneid_23623	23623	RUSC1
geneid_7079	geneid_7079	7079	TIMP4
geneid_81618	geneid_81618	81618	ITM2C
geneid_9880	geneid_9880	9880	ZBTB39
geneid_3373	geneid_3373	3373	HYAL1
geneid_647219	geneid_647219	647219	LOC647219
geneid_5534	geneid_5534	5534	PPP3R1
geneid_7023	geneid_7023	7023	TFAP4
geneid_7762	geneid_7762	7762	ZNF215
geneid_284443	geneid_284443	284443	ZNF493
geneid_1769	geneid_1769	1769	DNAH8
geneid_57097	geneid_57097	57097	PARP11
geneid_10607	geneid_10607	10607	TBL3
geneid_8813	geneid_8813	8813	DPM1
geneid_383	geneid_383	383	ARG1
geneid_221806	geneid_221806	221806	FLJ14712
geneid_221504	geneid_221504	221504	ZBTB9
geneid_6992	geneid_6992	6992	PPP1R11
geneid_53904	geneid_53904	53904	MYO3A
geneid_145226	geneid_145226	145226	RDH12
geneid_84240	geneid_84240	84240	ZCCHC9
geneid_9802	geneid_9802	9802	DAZAP2
geneid_84366	geneid_84366	84366	PRAC
geneid_57727	geneid_57727	57727	NCOA5
geneid_10817	geneid_10817	10817	FRS3
geneid_285761	geneid_285761	285761	DCBLD1
geneid_3157	geneid_3157	3157	HMGCS1
geneid_1652	geneid_1652	1652	DDT
geneid_388135	geneid_388135	388135	LOC388135
geneid_8929	geneid_8929	8929	PHOX2B
geneid_81792	geneid_81792	81792	ADAMTS12
geneid_64328	geneid_64328	64328	XPO4
geneid_152302	geneid_152302	152302	CICE
geneid_3052	geneid_3052	3052	HCCS
geneid_4521	geneid_4521	4521	NUDT1
geneid_2000	geneid_2000	2000	ELF4
geneid_23371	geneid_23371	23371	TENC1
geneid_56253	geneid_56253	56253	CRTAM
geneid_3276	geneid_3276	3276	PRMT1
geneid_1040	geneid_1040	1040	CDS1
geneid_4050	geneid_4050	4050	LTB
geneid_23266	geneid_23266	23266	LPHN2
geneid_6619	geneid_6619	6619	SNAPC3
geneid_79056	geneid_79056	79056	PRRG4
geneid_55116	geneid_55116	55116	TMEM39B
geneid_23119	geneid_23119	23119	HIC2
geneid_3743	geneid_3743	3743	KCNA7
geneid_9107	geneid_9107	9107	MTMR6
geneid_54495	geneid_54495	54495	TXNDC10
geneid_55840	geneid_55840	55840	EAF2
geneid_221079	geneid_221079	221079	ARL5B
geneid_317	geneid_317	317	APAF1
geneid_8744	geneid_8744	8744	TNFSF9
geneid_9058	geneid_9058	9058	SLC13A2
geneid_127	geneid_127	127	ADH4
geneid_6709	geneid_6709	6709	SPTAN1
geneid_168002	geneid_168002	168002	DACT2
geneid_4071	geneid_4071	4071	TM4SF1
geneid_399655	geneid_399655	399655	ZNF539
geneid_643932	geneid_643932	643932	LOC643932
geneid_51058	geneid_51058	51058	ZNF691
geneid_9278	geneid_9278	9278	ZBTB22
geneid_83549	geneid_83549	83549	UCK1
geneid_157869	geneid_157869	157869	RPESP
geneid_6238	geneid_6238	6238	RRBP1
geneid_2635	geneid_2635	2635	GBP3
geneid_441066	geneid_441066	441066	LOC441066
geneid_58485	geneid_58485	58485	TRAPPC1
geneid_399716	geneid_399716	399716	DKFZp667F0711
geneid_5686	geneid_5686	5686	PSMA5
geneid_149041	geneid_149041	149041	RC3H1
geneid_23641	geneid_23641	23641	LDOC1
geneid_283635	geneid_283635	283635	C14orf24
geneid_160728	geneid_160728	160728	SLC5A8
geneid_55138	geneid_55138	55138	FAM90A1
geneid_55124	geneid_55124	55124	PIWIL2
geneid_115761	geneid_115761	115761	ARL11
geneid_79089	geneid_79089	79089	TMUB2
geneid_644072	geneid_644072	644072	LOC644072
geneid_55862	geneid_55862	55862	ECHDC1
geneid_3835	geneid_3835	3835	KIF22
geneid_7430	geneid_7430	7430	VIL2
geneid_84065	geneid_84065	84065	C1orf160
geneid_140578	geneid_140578	140578	CHODL
geneid_4174	geneid_4174	4174	MCM5
geneid_25862	geneid_25862	25862	USP49
geneid_85285	geneid_85285	85285	KRTAP4-10
geneid_84134	geneid_84134	84134	TOMM40L
geneid_1160	geneid_1160	1160	CKMT2
geneid_57209	geneid_57209	57209	ZNF248
geneid_9	geneid_9	9	NAT1
geneid_6616	geneid_6616	6616	SNAP25
geneid_80232	geneid_80232	80232	WDR26
geneid_650392	geneid_650392	650392	LOC650392
geneid_79894	geneid_79894	79894	ZNF672
geneid_5634	geneid_5634	5634	PRPS2
geneid_353132	geneid_353132	353132	LCE1B
geneid_79172	geneid_79172	79172	CENPO
geneid_9943	geneid_9943	9943	OXSR1
geneid_647022	geneid_647022	647022	LOC647022
geneid_8863	geneid_8863	8863	PER3
geneid_80007	geneid_80007	80007	C10orf88
geneid_1512	geneid_1512	1512	CTSH
geneid_150864	geneid_150864	150864	ALS2CR13
geneid_83940	geneid_83940	83940	TATDN1
geneid_23126	geneid_23126	23126	POGZ
geneid_119559	geneid_119559	119559	SFXN4
geneid_9600	geneid_9600	9600	PITPNM1
geneid_10281	geneid_10281	10281	DSCR4
geneid_552	geneid_552	552	AVPR1A
geneid_8153	geneid_8153	8153	RND2
geneid_113622	geneid_113622	113622	ADPRHL1
geneid_55251	geneid_55251	55251	PCMTD2
geneid_23166	geneid_23166	23166	STAB1
geneid_9487	geneid_9487	9487	PIGL
geneid_57142	geneid_57142	57142	RTN4
geneid_5095	geneid_5095	5095	PCCA
geneid_92344	geneid_92344	92344	SCYL1BP1
geneid_64231	geneid_64231	64231	MS4A6A
geneid_150166	geneid_150166	150166	LOC150166
geneid_64108	geneid_64108	64108	RTP4
geneid_25934	geneid_25934	25934	NIPSNAP3A
geneid_64236	geneid_64236	64236	PDLIM2
geneid_84253	geneid_84253	84253	GARNL3
geneid_3006	geneid_3006	3006	HIST1H1C
geneid_79797	geneid_79797	79797	ZNF408
geneid_8385	geneid_8385	8385	OR1D4
geneid_84504	geneid_84504	84504	NKX6-2
geneid_10283	geneid_10283	10283	SDCCAG10
geneid_5707	geneid_5707	5707	PSMD1
geneid_2317	geneid_2317	2317	FLNB
geneid_79719	geneid_79719	79719	FLJ11506
geneid_51161	geneid_51161	51161	C3orf18
geneid_641339	geneid_641339	641339	ZNF674
geneid_9726	geneid_9726	9726	ZNF646
geneid_2785	geneid_2785	2785	GNG3
geneid_100	geneid_100	100	ADA
geneid_389756	geneid_389756	389756	AQP7P2
geneid_144402	geneid_144402	144402	CPNE8
geneid_151525	geneid_151525	151525	WDSUB1
geneid_27335	geneid_27335	27335	EIF3S12
geneid_84214	geneid_84214	84214	DKFZp434F142
geneid_55220	geneid_55220	55220	KLHDC8A
geneid_246329	geneid_246329	246329	STAC3
geneid_646345	geneid_646345	646345	LOC646345
geneid_1649	geneid_1649	1649	DDIT3
geneid_10376	geneid_10376	10376	K-ALPHA-1
geneid_92747	geneid_92747	92747	C20orf114
geneid_23191	geneid_23191	23191	CYFIP1
geneid_1733	geneid_1733	1733	DIO1
geneid_3098	geneid_3098	3098	HK1
geneid_64863	geneid_64863	64863	METTL4
geneid_390916	geneid_390916	390916	NUDT19
geneid_26090	geneid_26090	26090	ABHD12
geneid_389033	geneid_389033	389033	LOC389033
geneid_3755	geneid_3755	3755	KCNG1
geneid_360200	geneid_360200	360200	TMPRSS9
geneid_200909	geneid_200909	200909	HTR3D
geneid_2962	geneid_2962	2962	GTF2F1
geneid_285097	geneid_285097	285097	FLJ38379
geneid_80254	geneid_80254	80254	CEP63
geneid_89837	geneid_89837	89837	FAM7A3
geneid_55668	geneid_55668	55668	C14orf118
geneid_10116	geneid_10116	10116	FEM1B
geneid_64130	geneid_64130	64130	LIN7B
geneid_115948	geneid_115948	115948	MGC20983
geneid_7069	geneid_7069	7069	THRSP
geneid_112464	geneid_112464	112464	PRKCDBP
geneid_5709	geneid_5709	5709	PSMD3
geneid_339105	geneid_339105	339105	LOC339105
geneid_138162	geneid_138162	138162	C9orf116
geneid_1291	geneid_1291	1291	COL6A1
geneid_9796	geneid_9796	9796	PHYHIP
geneid_81797	geneid_81797	81797	OR12D3
geneid_55137	geneid_55137	55137	FIGN
geneid_2982	geneid_2982	2982	GUCY1A3
geneid_840	geneid_840	840	CASP7
geneid_26240	geneid_26240	26240	FAM50B
geneid_79784	geneid_79784	79784	MYH14
geneid_161931	geneid_161931	161931	LOC161931
geneid_84524	geneid_84524	84524	ZC3H8
geneid_58158	geneid_58158	58158	NEUROD4
geneid_84219	geneid_84219	84219	WDR24
geneid_4898	geneid_4898	4898	NRD1
geneid_4733	geneid_4733	4733	DRG1
geneid_205564	geneid_205564	205564	SENP5
geneid_11334	geneid_11334	11334	TUSC2
geneid_7347	geneid_7347	7347	UCHL3
geneid_9749	geneid_9749	9749	PHACTR2
geneid_375061	geneid_375061	375061	FAM89A
geneid_54910	geneid_54910	54910	SEMA4C
geneid_3996	geneid_3996	3996	LLGL1
geneid_2530	geneid_2530	2530	FUT8
geneid_5626	geneid_5626	5626	PROP1
geneid_8450	geneid_8450	8450	CUL4B
geneid_644246	geneid_644246	644246	LOC644246
geneid_490	geneid_490	490	ATP2B1
geneid_96626	geneid_96626	96626	LIMS3
geneid_8630	geneid_8630	8630	HSD17B6
geneid_3635	geneid_3635	3635	INPP5D
geneid_23549	geneid_23549	23549	DNPEP
geneid_90249	geneid_90249	90249	UNC5A
geneid_23075	geneid_23075	23075	SWAP70
geneid_285711	geneid_285711	285711	LOC285711
geneid_25878	geneid_25878	25878	MXRA5
geneid_60681	geneid_60681	60681	FKBP10
geneid_53834	geneid_53834	53834	FGFRL1
geneid_85370	geneid_85370	85370	KIAA1655
geneid_9213	geneid_9213	9213	XPR1
geneid_6656	geneid_6656	6656	SOX1
geneid_5653	geneid_5653	5653	KLK6
geneid_5428	geneid_5428	5428	POLG
geneid_6787	geneid_6787	6787	NEK4
geneid_55798	geneid_55798	55798	METTL2B
geneid_9466	geneid_9466	9466	IL27RA
geneid_125950	geneid_125950	125950	RAVER1
geneid_130814	geneid_130814	130814	PQLC3
geneid_6248	geneid_6248	6248	RSC1A1
geneid_3042	geneid_3042	3042	HBM
geneid_5087	geneid_5087	5087	PBX1
geneid_134957	geneid_134957	134957	STXBP5
geneid_57709	geneid_57709	57709	SLC7A14
geneid_56133	geneid_56133	56133	PCDHB2
geneid_120196	geneid_120196	120196	C11orf69
geneid_259236	geneid_259236	259236	TMIE
geneid_91120	geneid_91120	91120	ZNF682
geneid_1647	geneid_1647	1647	GADD45A
geneid_81793	geneid_81793	81793	TLR10
geneid_84307	geneid_84307	84307	ZNF397
geneid_6435	geneid_6435	6435	SFTPA1
geneid_57824	geneid_57824	57824	HB-1
geneid_162967	geneid_162967	162967	ZNF320
geneid_64816	geneid_64816	64816	CYP3A43
geneid_7454	geneid_7454	7454	WAS
geneid_157247	geneid_157247	157247	MGC27345
geneid_157697	geneid_157697	157697	ERICH1
geneid_285513	geneid_285513	285513	LOC285513
geneid_6452	geneid_6452	6452	SH3BP2
geneid_119774	geneid_119774	119774	OR52K2
geneid_83987	geneid_83987	83987	CCDC8
geneid_10205	geneid_10205	10205	EVA1
geneid_51555	geneid_51555	51555	PEX5L
geneid_9068	geneid_9068	9068	ANGPTL1
geneid_10803	geneid_10803	10803	CCR9
geneid_79727	geneid_79727	79727	LIN28
geneid_286254	geneid_286254	286254	LOC286254
geneid_375057	geneid_375057	375057	C1orf95
geneid_53822	geneid_53822	53822	FXYD7
geneid_50809	geneid_50809	50809	HP1BP3
geneid_8986	geneid_8986	8986	RPS6KA4
geneid_359	geneid_359	359	AQP2
geneid_159371	geneid_159371	159371	TMEM20
geneid_63877	geneid_63877	63877	C10orf84
geneid_140691	geneid_140691	140691	RNF36
geneid_5101	geneid_5101	5101	PCDH9
geneid_115209	geneid_115209	115209	OMA1
geneid_8792	geneid_8792	8792	TNFRSF11A
geneid_51527	geneid_51527	51527	C14orf129
geneid_376267	geneid_376267	376267	RAB15
geneid_84941	geneid_84941	84941	HSH2D
geneid_256076	geneid_256076	256076	FLJ35880
geneid_4343	geneid_4343	4343	MOV10
geneid_91612	geneid_91612	91612	CHURC1
geneid_1744	geneid_1744	1744	DLSTP
geneid_2887	geneid_2887	2887	GRB10
geneid_121391	geneid_121391	121391	K6IRS4
geneid_51046	geneid_51046	51046	ST8SIA3
geneid_931	geneid_931	931	MS4A1
geneid_26149	geneid_26149	26149	ZNF658
geneid_64376	geneid_64376	64376	ZNFN1A5
geneid_3440	geneid_3440	3440	IFNA2
geneid_414918	geneid_414918	414918	FAM116B
geneid_221074	geneid_221074	221074	SLC39A12
geneid_22820	geneid_22820	22820	COPG
geneid_121340	geneid_121340	121340	SP7
geneid_54499	geneid_54499	54499	TMCO1
geneid_51077	geneid_51077	51077	C14orf111
geneid_254065	geneid_254065	254065	BRWD3
geneid_84612	geneid_84612	84612	PARD6B
geneid_152485	geneid_152485	152485	LOC152485
geneid_253190	geneid_253190	253190	SERHL2
geneid_6503	geneid_6503	6503	SLA
geneid_10598	geneid_10598	10598	AHSA1
geneid_3598	geneid_3598	3598	IL13RA2
geneid_54360	geneid_54360	54360	CYTL1
geneid_128488	geneid_128488	128488	WFDC12
geneid_6188	geneid_6188	6188	RPS3
geneid_51060	geneid_51060	51060	TXNDC12
geneid_60412	geneid_60412	60412	EXOC4
geneid_55508	geneid_55508	55508	SLC35E3
geneid_648245	geneid_648245	648245	LOC648245
geneid_64135	geneid_64135	64135	IFIH1
geneid_26499	geneid_26499	26499	PLEK2
geneid_10140	geneid_10140	10140	TOB1
geneid_148741	geneid_148741	148741	ANKRD35
geneid_79144	geneid_79144	79144	C20orf149
geneid_2915	geneid_2915	2915	GRM5
geneid_353345	geneid_353345	353345	GPR141
geneid_10780	geneid_10780	10780	ZNF234
geneid_220002	geneid_220002	220002	CYBASC3
geneid_85302	geneid_85302	85302	FBF1
geneid_402377	geneid_402377	402377	LOC402377
geneid_5741	geneid_5741	5741	PTH
geneid_2786	geneid_2786	2786	GNG4
geneid_6887	geneid_6887	6887	TAL2
geneid_646	geneid_646	646	BNC1
geneid_159296	geneid_159296	159296	NKX2-3
geneid_1370	geneid_1370	1370	CPN2
geneid_253725	geneid_253725	253725	FAM21C
geneid_201516	geneid_201516	201516	ZSCAN4
geneid_94032	geneid_94032	94032	CAMK2N2
geneid_551	geneid_551	551	AVP
geneid_666	geneid_666	666	BOK
geneid_643406	geneid_643406	643406	LOC643406
geneid_5515	geneid_5515	5515	PPP2CA
geneid_1161	geneid_1161	1161	ERCC8
geneid_83982	geneid_83982	83982	FAM14A
geneid_10299	geneid_10299	10299	6-Mar
geneid_26525	geneid_26525	26525	IL1F5
geneid_4586	geneid_4586	4586	MUC5AC
geneid_27163	geneid_27163	27163	ASAHL
geneid_23506	geneid_23506	23506	KIAA0240
geneid_8926	geneid_8926	8926	SNURF
geneid_113220	geneid_113220	113220	KIF12
geneid_80079	geneid_80079	80079	FLJ13769
geneid_84068	geneid_84068	84068	C4orf13
geneid_388585	geneid_388585	388585	HES5
geneid_4033	geneid_4033	4033	LRMP
geneid_148229	geneid_148229	148229	ATP8B3
geneid_28611	geneid_28611	28611	TRBV5-4
geneid_10101	geneid_10101	10101	NUBP2
geneid_23040	geneid_23040	23040	MYT1L
geneid_388662	geneid_388662	388662	SLC6A17
geneid_6939	geneid_6939	6939	TCF15
geneid_25840	geneid_25840	25840	METTL7A
geneid_284348	geneid_284348	284348	LYPD5
geneid_79168	geneid_79168	79168	LILRA6
geneid_103910	geneid_103910	103910	MRLC2
geneid_7917	geneid_7917	7917	BAT3
geneid_4801	geneid_4801	4801	NFYB
geneid_9182	geneid_9182	9182	PAMCI
geneid_80237	geneid_80237	80237	ELL3
geneid_118932	geneid_118932	118932	ANKRD22
geneid_83698	geneid_83698	83698	CALN1
geneid_286077	geneid_286077	286077	FAM83H
geneid_5020	geneid_5020	5020	OXT
geneid_5608	geneid_5608	5608	MAP2K6
geneid_414927	geneid_414927	414927	MGC34796
geneid_23228	geneid_23228	23228	PLCL2
geneid_6448	geneid_6448	6448	SGSH
geneid_144699	geneid_144699	144699	FBXL14
geneid_6342	geneid_6342	6342	SCP2
geneid_4212	geneid_4212	4212	MEIS2
geneid_83989	geneid_83989	83989	C5orf21
geneid_64063	geneid_64063	64063	PRSS22
geneid_55765	geneid_55765	55765	C1orf106
geneid_51430	geneid_51430	51430	C1orf9
geneid_7681	geneid_7681	7681	MKRN3
geneid_55184	geneid_55184	55184	C20orf12
geneid_5189	geneid_5189	5189	PEX1
geneid_10755	geneid_10755	10755	GIPC1
geneid_79573	geneid_79573	79573	TTC13
geneid_23564	geneid_23564	23564	DDAH2
geneid_1440	geneid_1440	1440	CSF3
geneid_23433	geneid_23433	23433	RHOQ
geneid_477	geneid_477	477	ATP1A2
geneid_283985	geneid_283985	283985	FADS6
geneid_84189	geneid_84189	84189	SLITRK6
geneid_79804	geneid_79804	79804	NBLA00301
geneid_6236	geneid_6236	6236	RRAD
geneid_1846	geneid_1846	1846	DUSP4
geneid_388536	geneid_388536	388536	MGC62100
geneid_2783	geneid_2783	2783	GNB2
geneid_9219	geneid_9219	9219	MTA2
geneid_50700	geneid_50700	50700	RDH8
geneid_57574	geneid_57574	57574	4-Mar
geneid_56915	geneid_56915	56915	EXOSC5
geneid_56254	geneid_56254	56254	RNF20
geneid_4037	geneid_4037	4037	LRP3
geneid_55054	geneid_55054	55054	ATG16L1
geneid_7757	geneid_7757	7757	ZNF208
geneid_151258	geneid_151258	151258	FLJ39822
geneid_85375	geneid_85375	85375	KIAA1661
geneid_150378	geneid_150378	150378	FLJ30901
geneid_55072	geneid_55072	55072	RNF31
geneid_1901	geneid_1901	1901	EDG1
geneid_28987	geneid_28987	28987	NOB1
geneid_126326	geneid_126326	126326	GIPC3
geneid_8636	geneid_8636	8636	SSNA1
geneid_84515	geneid_84515	84515	MCM8
geneid_6817	geneid_6817	6817	SULT1A1
geneid_55233	geneid_55233	55233	MOBK1B
geneid_644903	geneid_644903	644903	FLJ38668
geneid_440288	geneid_440288	440288	LOC440288
geneid_4908	geneid_4908	4908	NTF3
geneid_494115	geneid_494115	494115	RBMXL1
geneid_55521	geneid_55521	55521	TRIM36
geneid_6692	geneid_6692	6692	SPINT1
geneid_10267	geneid_10267	10267	RAMP1
geneid_253143	geneid_253143	253143	C22orf30
geneid_116829	geneid_116829	116829	CG012
geneid_347741	geneid_347741	347741	OTOP3
geneid_26608	geneid_26608	26608	TBL2
geneid_710	geneid_710	710	SERPING1
geneid_158234	geneid_158234	158234	RG9MTD3
geneid_534	geneid_534	534	ATP6V1G2
geneid_389118	geneid_389118	389118	LOC389118
geneid_9066	geneid_9066	9066	SYT7
geneid_54544	geneid_54544	54544	C1orf42
geneid_8642	geneid_8642	8642	DCHS1
geneid_85279	geneid_85279	85279	KRTAP9-5
geneid_80142	geneid_80142	80142	PTGES2
geneid_28954	geneid_28954	28954	REM1
geneid_64175	geneid_64175	64175	LEPRE1
geneid_388228	geneid_388228	388228	SBK1
geneid_5675	geneid_5675	5675	PSG6
geneid_84067	geneid_84067	84067	C11orf56
geneid_58477	geneid_58477	58477	SRPRB
geneid_7369	geneid_7369	7369	UMOD
geneid_440872	geneid_440872	440872	RGPD2
geneid_8218	geneid_8218	8218	CLTCL1
geneid_1854	geneid_1854	1854	DUT
geneid_23145	geneid_23145	23145	SSPO
geneid_115939	geneid_115939	115939	MGC24381
geneid_2287	geneid_2287	2287	FKBP3
geneid_114792	geneid_114792	114792	KIAA1900
geneid_26279	geneid_26279	26279	PLA2G2D
geneid_374768	geneid_374768	374768	C17orf83
geneid_55547	geneid_55547	55547	HAB1
geneid_122867	geneid_122867	122867	LOC122867
geneid_25956	geneid_25956	25956	SEC31L2
geneid_80345	geneid_80345	80345	ZNF435
geneid_114827	geneid_114827	114827	FHAD1
geneid_6891	geneid_6891	6891	TAP2
geneid_158787	geneid_158787	158787	RIBC1
geneid_10215	geneid_10215	10215	OLIG2
